time,open,close,price,volume,dayHigh,dayLow,SMA_5,SMA_10,RSI,MACD,Signal_Line,MACD_Histogram,vd_positive_mean,vd_negative_mean,vd_neutral_mean,vd_compound_mean,fl_confidence_mean,vd_positive_med,vd_negative_med,vd_neutral_med,vd_compound_med,fl_confidence_med,NEGATIVE,POSITIVE,price_delta,fl_confidence_mean_delta,vd_compound_mean_delta,fl_confidence_med_delta,vd_compound_med_delta,POSITIVE_delta
2024-10-30,72508.29,72515.0,72240.83041666666,1336777812093.6116,73624.98,69705.76,72238.347,72298.577625,48.79127525069283,137.37743916892214,137.74996721091472,-0.3725280419925809,0.11595544554455446,0.0034900990099009906,0.8805792079207921,0.38518168316831686,-0.8670675698483344,0.14200000000000002,0.0,0.858,0.4738,-0.9992646276950836,96.03960396039604,3.9603960396039604,703.5299999999988,-0.06128961159479962,-0.021316853417048975,7.218122482299805e-05,0.11259999999999998,-4.332286887225308
2024-10-31,72364.69,70327.64,71540.48541666666,1027684247173.4851,73060.0,69559.33,71730.91258333334,71912.2375,39.34013292431698,-538.6614348384755,-394.3677727323402,-144.29366210613534,0.10057738095238096,0.014857142857142857,0.8845654761904762,0.2782839285714286,-0.7330107742122242,0.0,0.0,1.0,0.0,-0.9990445971488952,89.28571428571429,10.714285714285714,-700.3450000000012,0.13405679563611028,-0.10689775459688827,0.00022003054618846551,-0.4738,6.753889674681753
2024-11-01,70279.98,69493.18,69668.32583333334,1174491754174.012,72684.02,68720.0,69737.41258333334,69838.18958333334,41.37621401331106,-312.4138660200697,-316.3625372760728,3.948671256003138,0.09507511737089203,0.03382629107981221,0.8710985915492958,0.24198403755868544,-0.748081041613655,0.1205,0.0,0.8795,0.4738,-0.999646782875061,88.26291079812206,11.737089201877934,-1872.1595833333267,-0.015070267401430804,-0.03629989101274314,-0.0006021857261658825,0.4738,1.0228034875922205
2024-11-02,69662.0,69275.84,69523.74416666666,927294508520.1909,71653.0,68720.0,69522.13416666667,69519.82604166666,46.65229674072714,-104.41080534801586,-116.77086175055292,12.360056402537069,0.10345967741935484,0.021725806451612904,0.8747983870967742,0.26077137096774194,-0.6369352963182234,0.123,0.0,0.778,0.4738,-0.9947479367256165,83.06451612903226,16.93548387096774,-144.58166666667967,0.11114574529543153,0.0187873334090565,0.00489884614944458,0.0,5.198394669089806
2024-11-03,69274.09,68722.39,68523.8225,616680121530.1821,70000.0,67100.1,68562.6245,68654.55941666667,38.75329373881409,-71.58888065439533,-196.23665253777472,124.6477718833794,0.10838349514563107,0.026907766990291262,0.8646990291262137,0.21845485436893203,-0.8434955454567103,0.0,0.0,1.0,0.0,-0.9837763011455536,92.71844660194175,7.281553398058252,-999.9216666666616,-0.20656024913848692,-0.04231651659880992,0.010971635580062866,-0.4738,-9.653930472909488
2024-11-04,68570.18,67854.34,68470.01,776623387929.6218,69505.0,66783.77,68575.89866666666,68656.05925,48.59413061881273,-305.61302692715253,-211.12047702404507,-94.49254990310746,0.11480275229357799,0.044550458715596326,0.8406559633027523,0.20404357798165138,-0.7982543507300386,0.0,0.0,1.0,0.0,-0.9953474402427672,90.36697247706422,9.63302752293578,-53.8125,0.04524119472667176,-0.014411276387280653,-0.011571139097213634,0.0,2.3514741248775284
2024-11-05,67823.03,69565.14,68968.66625,1026018161791.9528,70599.0,66783.77,68825.81833333334,68609.03795833334,64.82402085078601,317.8933999707515,320.43163233248896,-2.538232361737471,0.13941628959276017,0.05578280542986426,0.8047239819004525,0.26708235294117644,-0.8313982446269212,0.099,0.0,0.756,0.0,-0.9995487332344056,91.4027149321267,8.597285067873303,498.65625,-0.03314389389688266,0.06303877495952506,-0.004201292991638406,0.0,-1.0357424550624774
2024-11-06,69452.8,75650.96,74066.99625,2388854915001.252,76509.56,67427.53,73525.92416666666,72957.13083333334,69.58970145596523,1250.142844225993,1240.181905243844,9.960938982149171,0.14477070063694267,0.009114649681528662,0.8461146496815287,0.435378025477707,-0.8427129708657599,0.0,0.0,0.911,0.0,-0.9991955161094666,93.94904458598727,6.050955414012739,5098.330000000002,-0.011314726238838668,0.16829567253653055,0.00035321712493907587,0.0,-2.546329653860564
2024-11-07,75429.32,75851.39,75421.69125,2177716649587.8784,76999.0,69371.32,75404.08891666666,75308.00795833334,56.57550696963978,505.9730616556044,518.6775965993053,-12.704534943700878,0.12504659498207885,0.005637992831541218,0.8693154121863799,0.30180035842293906,-0.811011511578782,0.0,0.0,1.0,0.0,-0.9984840750694276,91.0394265232975,8.960573476702509,1354.695000000007,0.03170145928697787,-0.13357766705476792,0.0007114410400389515,0.0,2.90961806268977
2024-11-08,76109.79,76471.14,76204.04833333332,1539208192225.3284,77312.18,74397.0,76157.22658333334,76115.91795833333,55.62884018369166,280.83605183321924,270.5357533683561,10.300298464863149,0.1122846975088968,0.03759074733096086,0.8501245551601423,0.1537594306049822,-0.7629827375513804,0.0,0.0,0.9425,0.0,-0.9994451999664307,88.96797153024912,11.032028469750891,782.3570833333215,0.04802877402740169,-0.14804092781795686,-0.0009611248970030628,0.0,2.0714549930483823
2024-11-09,76605.51,76740.36,76446.79041666667,1164212967094.0955,77312.18,75608.0,76457.32716666667,76486.55204166667,47.88854991513329,36.77484845808067,34.38220148476189,2.392646973318776,0.12175895765472314,0.021687296416938107,0.8565537459283388,0.24304429967426708,-0.7875496525717869,0.0,0.0,0.9525,0.0,-0.991985946893692,90.22801302931596,9.77198697068404,242.74208333334536,-0.024566915020406532,0.08928486906928487,0.0074592530727386475,0.0,-1.2600414990668511
2024-11-10,76645.71,80303.87,79090.06791666667,1135664176822.599,81534.28,75648.0,78805.26833333333,78421.02649999999,76.6193795649343,717.0210268250812,769.8882910392721,-52.86726421419087,0.09993835616438355,0.007633561643835616,0.8924280821917808,0.21772842465753425,-0.7073919854752005,0.0,0.0,1.0,0.0,-0.9984840750694276,85.27397260273972,14.726027397260275,2643.2774999999965,0.08015766709658634,-0.025315875016732825,-0.006498128175735585,0.0,4.954040426576235
2024-11-11,80519.61,88787.91,83174.1975,2137493465958.9546,89000.0,76580.66,82501.19841666667,81878.66829166668,73.32405654040453,2009.25227755832,1505.2797868006137,503.9724907577065,0.09919928825622776,0.009843416370106762,0.8909572953736655,0.21497758007117437,-0.7240225401213161,0.0,0.0,0.918,0.0,-0.9964189529418944,86.12099644128114,13.87900355871886,4084.129583333328,-0.016630554646115514,-0.0027508445863598796,0.002065122127533181,0.0,-0.8470238385414142
2024-11-12,88287.15,88480.12,88076.19666666667,3607057569157.453,90243.0,80386.3,88032.73583333334,87791.8345,59.879021410703196,759.4538567522541,849.9914127423035,-90.53755599004944,0.10641960784313725,0.015239215686274508,0.8783411764705883,0.2753870588235294,-0.7406387717116113,0.111,0.0,0.889,0.3612,-0.9991657733917236,87.05882352941177,12.941176470588237,4901.999166666676,-0.01661623159029524,0.060409478752355,-0.0027468204498292126,0.3612,-0.9378270881306232
2024-11-13,88128.8,89495.23,88955.9975,3037889852912.591,93495.0,85010.0,88881.46208333333,88581.009125,57.23086192541977,719.4700556276657,829.1317567164632,-109.66170108879749,0.07508648648648648,0.04308648648648648,0.881908108108108,0.1077227027027027,-0.6519095201750059,0.0935,0.0,0.8305,0.0129,-0.9911423623561859,83.24324324324324,16.756756756756758,879.8008333333273,0.08872925153660538,-0.16766435612082667,0.00802341103553772,-0.3483,3.8155802861685206
2024-11-14,90312.96,87320.0,89767.9225,2941599325976.582,93495.0,86000.0,89926.10416666667,90189.94304166666,48.21953700440887,-519.067891924482,-132.0447817472468,-387.02311017723514,0.074135,0.012629999999999999,0.913295,0.164165,-0.635726230442524,0.091,0.0,0.909,0.0,-0.9992998838424684,81.5,18.5,811.9250000000029,0.016183289732481954,0.0564422972972973,-0.00815752148628246,-0.0129,1.743243243243242
2024-11-15,87989.16,91450.24,89130.59875,2160653969859.2395,91934.62,86621.9,88814.90916666666,88669.027,54.071374467957035,569.0839448062325,264.7411118423003,304.34283296393215,0.0976375,0.016354166666666666,0.8860083333333333,0.21855249999999998,-0.4460467743376891,0.0,0.0,1.0,0.0,-0.9452400207519532,72.91666666666666,27.083333333333332,-637.3237499999959,0.1896794561048349,0.05438749999999998,0.05405986309051514,0.0,8.583333333333332
2024-11-16,91250.75,90686.82,91126.16125,1785565094988.9937,91934.62,87100.0,91163.41808333334,91067.21416666667,55.92821729621706,140.90633383978275,235.59668542349385,-94.69035158371108,0.10926457399103139,0.021502242152466367,0.8692331838565023,0.23615695067264572,-0.41281247887376177,0.0,0.0,1.0,0.0,-0.9809933602809906,70.85201793721974,29.14798206278027,1995.5625,0.03323429546392731,0.01760445067264574,-0.035753339529037365,0.0,2.0646487294469367
2024-11-17,90676.35,89562.75,90389.81083333334,1157125908787.3638,91820.73,88709.0,90504.70075,90610.51299999999,44.836985063890175,-299.09160239915946,-161.2044381122501,-137.88716428690935,0.10063921568627451,0.014694117647058823,0.8846392156862745,0.26373568627450983,-0.528139696635452,0.0715,0.0,0.9285,0.1806,-0.9636203348636628,76.07843137254902,23.92156862745098,-736.350416666668,-0.11532721776169025,0.027578735601864107,0.01737302541732777,0.1806,-5.226413435329288
2024-11-18,89890.67,90909.18,90926.28583333333,1290650394267.2913,92690.1,88709.0,90785.57066666667,90666.12170833333,54.00243287495572,144.48756335955113,141.92745875360325,2.5601046059478847,0.1225,0.023302721088435376,0.8541190476190476,0.24677925170068027,-0.40222570583933875,0.0,0.0,1.0,0.0,-0.966332733631134,70.06802721088435,29.931972789115648,536.4749999999913,0.12591399079611326,-0.01695643457382956,-0.0027123987674712025,-0.1806,6.010404161664667
2024-11-19,90646.0,91906.08,92027.71333333333,1868790675897.4834,94105.84,89372.65,91934.88541666667,91743.636375,58.487986665556065,364.55157293812954,420.31794277400513,-55.766369835875594,0.10313333333333333,0.03014509803921569,0.8666666666666667,0.16329333333333335,-0.48148456905402387,0.125,0.0,0.8045,0.2202,-0.9238054156303406,75.68627450980392,24.313725490196077,1101.4275000000052,-0.07925886321468512,-0.08348591836734692,0.04252731800079346,0.2202,-5.61824729891957
2024-11-20,92529.27,94197.86,93358.11875000001,1946792792888.362,94989.99,90374.1,93192.40000000001,93067.60566666666,61.11476617899127,517.5301252344798,520.810531245688,-3.2804060112082425,0.061631578947368426,0.02275708502024292,0.9156032388663967,0.1255259109311741,-0.4350194998598292,0.0,0.0,0.9585,0.0,-0.8522298634052277,72.8744939271255,27.125506072874494,1330.4054166666756,0.046465069194194686,-0.037767422402159245,0.07157555222511292,-0.2202,2.8117805826784164
2024-11-21,94369.41,98832.91,97113.90666666668,2170061163760.6538,99121.0,91026.0,96766.14616666666,96367.03749999999,69.24388842554313,929.5730512742448,939.8802373662076,-10.307186091962762,0.05064102564102564,0.014813186813186812,0.9345421245421245,0.10473223443223444,-0.6016880003087249,0.0,0.0,1.0,0.0,-0.9747434258460999,80.58608058608058,19.413919413919416,3755.787916666668,-0.16666850044889575,-0.020793676498939664,-0.12251356244087219,0.0,-7.711586658955078
2024-11-22,98500.01,98856.57,98832.43708333332,2467207481772.6562,99860.0,93986.0,98775.03216666666,98646.30408333334,57.274023175160075,394.4819842879806,446.3325389729037,-51.850554684923054,0.07683333333333334,0.020196666666666665,0.9029666666666666,0.20797666666666667,-0.5864944074551265,0.0,0.0,0.974,0.0,-0.9999243021011353,78.66666666666666,21.333333333333336,1718.5304166666465,0.015193592853598448,0.10324443223443223,-0.0251808762550354,0.0,1.9194139194139197
2024-11-23,98810.07,97811.75,98418.04875,1792930649383.191,99860.0,97010.0,98530.53908333334,98669.23316666666,42.154833445628746,-226.0646889568452,-128.4450455456499,-97.61964341119533,0.0845042372881356,0.01885593220338983,0.8966398305084746,0.23086779661016948,-0.7334074034529218,0.08549999999999999,0.0,0.899,0.25,-0.9998315274715424,87.28813559322035,12.711864406779661,-414.3883333333215,-0.14691299599779528,0.022891129943502814,9.277462959289551e-05,0.25,-8.621468926553675
2024-11-24,97902.47,98274.66,97546.67083333334,1100251861555.284,99005.305,95611.0,97571.45583333333,97717.89025,37.04144003241187,-302.38530873236596,-404.7779540991273,102.39264536676136,0.07164024390243903,0.04835975609756098,0.88,0.04519817073170731,-0.8054904258105813,0.07,0.038,0.8,0.0,-0.9993128776550292,90.85365853658537,9.146341463414634,-871.3779166666645,-0.07208302235765951,-0.18566962587846217,0.0005186498165131725,-0.25,-3.5655229433650266
2024-11-25,97932.41,94211.7,96917.63124999999,1382050850696.4866,98999.0,92534.93,97177.14783333334,97323.228,48.10802247420617,-882.2943910704053,-560.0255036095984,-322.2688874608068,0.05647395833333333,0.03540104166666667,0.9081250000000001,0.028603645833333333,-0.6644300712893406,0.07,0.0,0.917,0.0,-0.9993029832839966,82.29166666666666,17.708333333333336,-629.039583333346,0.14106035452124066,-0.016594524898373975,9.894371032603821e-06,0.0,8.561991869918701
2024-11-26,93216.8,91807.63,93168.90250000001,2371833877183.4336,98999.0,90682.58,93389.32875,93659.14495833333,35.14397880240272,-878.5854900610866,-863.5751738645249,-15.01031619656169,0.05573655913978495,0.03853763440860215,0.905731182795699,0.010252688172043011,-0.6076310100734875,0.04,0.0,0.96,0.0,-0.9506825804710388,79.03225806451613,20.967741935483872,-3748.72874999998,0.0567990612158531,-0.018350957661290322,0.048620402812957764,0.0,3.259408602150536
2024-11-27,92221.3,96921.72,93873.68000000001,1927686469651.248,96962.0,90682.58,93428.296,93097.47785714286,62.71830120943851,797.6262196436146,382.46413241474414,415.16208722887046,0.03863125,0.0244875,0.9369,0.018599999999999995,-0.4957944244146347,0.0365,0.0,0.9485,0.0,-0.8986489772796631,73.125,26.875,704.7774999999965,0.1118365856588528,0.008347311827956984,0.05203360319137573,0.0,5.907258064516128
